Code,denumire_coloana,Shannon,Simpson
13365,Maracineni,0.09079269289749896,-17.967026570439796
13392,Oras Stefanesti,0.2520570373085222,-16.879850707860957
13490,Municipiul Campulung,0.11019569090025057,-14.958986888222759
13524,Valea Mare Pravat,0.5399711647462264,-19.645178787330646
13622,Municipiul Curtea De Arges,0.04136936335122452,-14.988731767655956
13668,Oras Costesti,0.07355208593955571,-18.973092925102357
13757,Oras Topoloveni,0.028384307424115515,-17.991962058226115
13819,Albestii De Arges,0.027982183645278484,-19.991342155009452
13891,Albestii De Muscel,-0.0,-21.0
13935,Albota,0.020340936925572026,-19.994046061201946
13999,Aninoasa,0.48095879508267336,-19.696691471038605
14049,Arefu,-0.0,-21.0
14085,Babana,-0.0,-21.0
14165,Baiculesti,0.10062167623992009,-18.9607241517107
14272,Balilesti,0.17388455877439488,-19.919741419948437
14352,Beleti-Negresti,0.0583559707685421,-19.979190646626883
14405,Berevoesti,0.5936451649918606,-19.596155205790758
14450,Barla,0.005047410529259449,-19.998801678081996
