CountryCode,F1,F2,F3,F4,F5,F6,F7
QAT,-0.18409438132684222,1.3638449366503766,-0.43553251502885565,-0.531210829937457,-0.2738538888110467,0.3310716126403323,-1.9221019883478205
ROU,0.3468359158889207,-0.29296679843270457,0.9078170608246794,2.7321913911829134,1.0280245165371613,-0.5373317383082161,-0.6554028065846863
RUS,-0.040967152553069965,0.46660526952201364,0.6281499292649785,1.2352000138085437,-0.6446054432171021,-0.4182357444191257,-0.16025808884502085
RWA,-0.10372282197629332,-1.1117496509160931,-0.45271320532703524,0.17384203850587787,-0.9050088894432093,-0.27860997701474927,-0.6763655952625816
SAU,-0.2363547766410884,0.7125384405673493,-0.5352237531622922,-0.4415740294573911,0.09853075414984838,-0.30036053542906366,-0.6108706997409019
SEN,-0.12548475566414166,-0.8612167096300911,-0.5616508064256253,-0.28935930549340005,0.13920179538512523,-0.6666965454371095,-0.12692004090497574
SGP,0.22738093248884605,-0.12790034689355093,0.6482745329269003,6.521850237393543,-1.271351821362017,1.5017010104850987,-1.5850120788676305
SLE,-0.18746533546133287,-1.437678455512123,-0.4446697036068856,0.3074083296273221,1.1975229168837702,0.31611250122863893,-0.24878994943414248
SLV,-0.07921618278433698,-0.7074271910560208,-0.3060701500033316,-0.40068005346561014,-0.16502271310124006,-0.3700371360189116,-0.1872767701113056
SMR,-0.28802881924910134,0.4770052089972071,-0.5228593653300445,-0.06988868762597768,0.033132577098893855,0.6679421638309275,-0.6185751437478533
SOM,-0.09537978888436725,-1.650730032524515,-0.39368489856828076,0.35883624469730474,0.29764838469133326,0.5594700090051227,-0.23337913470613392
SRB,-0.6224544161445431,-0.2492528903525247,3.648742289421265,-0.9351878018198556,0.9375568315632975,-0.6878011062870564,0.9515491151594192
STP,-0.14253572544964935,-0.9677551626092897,-0.6144223049500903,0.10075742046820771,1.4895314256544328,-0.022860942236435887,-0.20375179627636625
SUR,-0.14587618247617087,-0.3085290632073807,-0.4127059541549589,-0.5430542669100716,-1.0072313906235082,0.27409093455647754,0.09867909590538691
SVK,-0.13019308542571398,1.1131555785883331,-0.45073657764822433,0.16897502694444377,1.5446337147816178,-0.7689426578879917,0.3630507541665585
SVN,0.03353280868684989,0.7471871435240653,0.7173507852108969,-0.28254181357469854,1.7116536487163854,0.2708438350786363,0.577556726164773
SWE,0.31371287552440197,1.0729458633903857,-0.07327013476538169,1.6950942343955886,1.1308503710669155,1.6263073960071492,1.1791466328396594
SWZ,-0.1483907118251833,-0.582125771504868,-0.4065263693738188,-0.5121808877860166,-1.288637701909278,0.07133975271064348,1.2755858000581641
SYC,0.014191869527268005,0.13749493449210118,-0.3480087286932542,0.03671975791611409,-0.7755200582276656,-0.5086611812917381,-0.10982744923823168
TGO,-0.1495248412627469,-1.2635539721626674,-0.3237177535669683,-0.3746923358788098,-0.6250817694428457,-0.256839574804868,-0.49552036999053806
THA,-0.13114145728119475,-0.424970203433103,-0.5549854138777904,0.4877350497759566,0.4422953917286506,-0.22446182860431035,-0.6031484933322742
TJK,-0.04975537747739934,-1.4073659343821203,-0.7166029536239643,0.7899405309608177,1.654248947455815,0.025856718311248375,0.2558859711458293
TKM,-0.11618538414727868,-1.2590781988778665,-0.4718878277080068,0.26019448889292307,0.04464902681077812,0.4520873090533714,-0.16175852861902423
TON,0.053320851071242605,-0.3628136954043433,-0.6195934004077752,0.1404946976310763,0.3392462581548308,-0.7524357471628076,0.31248744317307503
TTO,-0.24965057433266025,0.9123491820667495,-0.20591165172264517,-0.5533502658996096,-0.44224671121374104,-0.4789766103605935,-0.32816407702633205
TUN,0.2999917765540016,-0.47986254092292185,0.8444822650278215,-0.8582347559405713,0.34520992593946465,0.8678780445959163,0.680191459513109
